"","number","title","classification","timestamp","geometry","distclean","distdirty"
"1335",15885,"Report 15885: Possible confrontation with hikers at night in Cuyahoga Valley National Park","Class A","1995-01-04T12:00:00Z",c(-81.5745, 41.29621),40.3439037999807,2.98837816383736
"1336",23125,"Report 23125: Large creature dragging a dead animal crosses road south of North Jackson","Class A","1998-07-01T12:00:00Z",c(-80.51186, 41.05304),19.1280322270013,5.98950118283652
"1337",24141,"Report 24141: Large creature mistaken for roadkill stands up and runs on two legs near Salt Fork Lake State Park","Class A","2003-05-15T12:00:00Z",c(-81.56232, 40.10801),20.86090155982,0.925027023659307
"1338",25715,"Report 25715: Man recalls early evening sighting near Brandywine Ski Resort","Class A","2005-09-14T12:00:00Z",c(-81.56255, 41.2584),20.5008064934651,6.22655971805459
"1339",25961,"Report 25961: Young woman has close encounter at night outside of Georgetown","Class A","1986-07-27T12:00:00Z",c(-83.80582, 38.81772),10.0207093424967,3.78396871112858
"1340",26369,"Report 26369: Late night sighting by motorists north of Germantown","Class A","2005-02-15T12:00:00Z",c(-84.36874, 39.63662),35.0326015568927,8.28435963801669
"1341",26709,"Report 26709: Young man recalls encounter behind his house and close to the Meander Creek Reservoir","Class A","2001-09-30T12:00:00Z",c(-80.77592, 41.09087),38.4634142598301,5.47156399316503
"1342",26997,"Report 26997: Man recalls childhood observation of rock throwing near Urichsville","Class A","1988-09-15T12:00:00Z",c(-81.32809, 40.36831),37.9929572391542,11.0539884253694
"1343",27613,"Report 27613: Woman recounts nighttime sighting of a small bigfoot outside her home near Beloit","Class A","2009-08-12T12:00:00Z",c(-80.97507, 40.95818),40.4915139973711,5.06837692888956
"1344",28820,"Report 28820: Man recounts sighting from his teens near Edinburg","Class A","1994-02-12T12:00:00Z",c(-81.1124, 41.15384),26.41742390593,1.45809626966123
"1345",28912,"Report 28912: Motorist traveling near the Ohio River has bigfoot sighting outside Chesire","Class A","2011-02-22T12:00:00Z",c(-82.14285, 38.9264),3.87449252838356,28.4412923968391
"1346",29158,"Report 29158: Evening sighting at a cornfield near New Philadelphia","Class A","2008-06-20T12:00:00Z",c(-81.39331, 40.47672),2.35981528482633,14.0115276484936
"1347",30035,"Report 30035: Man describes his dusk sighting near Geneva","Class A","2011-07-15T12:00:00Z",c(-80.95952, 41.81287),31.5640868106983,5.41823682310952
"1348",31852,"Report 31852: Daylight sighting behind a home in Cuyahoga National Park","Class A","2011-06-04T12:00:00Z",c(-81.60576, 41.23739),10.7509878255768,7.30624916080063
"1349",32620,"Report 32620: Memory told of observing a large creature while hunting just north of Newcomerstown","Class A","1983-11-28T12:00:00Z",c(-81.58699, 40.28488),10.7988389420576,4.46988450795991
"1350",33014,"Report 33014: Memory told of a daylight sightling while walking down railroad tracks near East Liverpool","Class A","1973-08-30T12:00:00Z",c(-80.53528, 40.63606),14.2184730101372,21.6958330100967
"1351",33979,"Report 33979: Witness has numerous encounters and collects physical evidence over a seven month period near Christianburg","Class A","2009-02-06T12:00:00Z",c(-84.04518, 40.04342),7.39372456403402,5.44767630818865
"1352",35079,"Report 35079: Dairy worker describes 5am sighting between Tappan and Clendening Lake","Class A","2020-03-04T12:00:00Z",c(-81.24778, 40.30824),8.90139544577142,19.7327341341741
"1353",36830,"Report 36830: Multiple witnesses watch figure cross road near Nashville, Ohio","Class A","2012-06-28T12:00:00Z",c(-82.17295, 40.61286),6.86910872734593,25.002806937624
"1354",37793,"Report 37793: Family reports several encounters over several months on the outskirts of Scio","Class A","2021-02-03T12:00:00Z",c(-81.08803, 40.40192),10.0643989907644,26.1670797921224
"1355",39158,"Report 39158: Recollection of a daylight sighting while riding mini-bikes near Chardon","Class A","2004-07-01T12:00:00Z",c(-81.22853, 41.5621),10.6300383726918,8.41475051459637
"1356",39360,"Report 39360: Late night road crossing on SR 39 west of Nashville","Class A","2012-06-21T12:00:00Z",c(-82.17295, 40.61286),10.281074704626,37.6198774692329
"1357",41232,"Report 41232: Sighting of two animals walking a ridge line in Salt Fork State Park","Class A","2013-05-05T12:00:00Z",c(-81.50933, 40.10348),14.0214005203225,2.74587857694037
"1358",42745,"Report 42745: Strange occurrences outside a home lead to a daylight sighting by a father and son near East Canton","Class A","2011-09-09T12:00:00Z",c(-81.31219, 40.79438),38.0871475983763,23.4058372150731
"1359",45215,"Report 45215: Series of Bigfoot sightings at a cabin outside of Bethesda","Class A","2014-05-23T12:00:00Z",c(-81.07013, 40.01983),12.9122830696124,18.4126064282545
"1360",46635,"Report 46635: Father and son have multiple encounters outside Cincinnati","Class A","2015-01-22T12:00:00Z",c(-84.17227, 39.13595),6.11597812090592,5.26138639822243
"1361",48372,"Report 48372: Memory told of being startled by a large biped while scouting for deer during the day near Whitney","Class A","1994-11-05T12:00:00Z",c(-80.93318, 40.01784),4.21748260103108,0.962407385674081
"1362",49653,"Report 49653: Two incidents, years apart, one auditory, one visual, near Smithfield","Class A","2020-08-14T12:00:00Z",c(-80.75612, 40.29771),6.43600431793671,5.05970694413224
"1363",49813,"Report 49813: Woman remembers being shocked to see a running, hairy biped in her backyard in Elyria","Class A","1985-08-15T12:00:00Z",c(-82.11172, 41.40985),11.3929408030982,13.569536445616
"1364",50856,"Report 50856: Hunters encounter an 8' tall Bigfoot near Scio while clearing trails.","Class A","2020-02-29T12:00:00Z",c(-81.13733, 40.40611),5.96323052388552,7.04252791638059
"1365",51304,"Report 51304: Road crossing seen by mother and daughter travelling at dusk near Salem","Class A","2015-10-20T12:00:00Z",c(-80.84042, 40.92344),15.4579814757296,29.1297046802057
"1366",56586,"Report 56586: Motorist sighting at night a few miles north of Rio Grande","Class A","2017-01-21T12:00:00Z",c(-82.905, 38.965),14.1113827784523,20.6345030337539
"1367",58458,"Report 58458: Daytime road crossing on State Route 19 just outside of Fremont","Class A","2017-10-28T12:00:00Z",c(-83.05098, 41.29247),30.4097231770909,24.5542443561454
"1368",58702,"Report 58702: Coyote hunter's possible encounter with white furred juvenile.","Class A","2013-11-12T12:00:00Z",c(-80.69776, 40.94825),32.7381789854918,6.26631378851234
"1369",59396,"Report 59396: Daylight sighting 20 miles southeast of Chillicothe","Class A","2013-06-01T12:00:00Z",c(-82.8342, 39.0895),30.4127430035503,7.32881090559717
"1370",60924,"Report 60924: Homeowner across the street from East Fork State Park (30mi SE of Cincinnati) describes possible encounter at night","Class A","2018-04-21T12:00:00Z",c(-84.10731, 38.99484),2.15662655962964,8.98665165986198
"1371",62549,"Report 62549: Landowner reports stolen animals along with a sighting of a tall, bipedal, black creature.","Class A","2020-02-16T12:00:00Z",c(-80.93864, 40.30527),4.63135905048401,6.98272995371438
"1372",63981,"Report 63981: Two witnesses to road crossing Sasquatch, 23 miles south of Columbus, near Stoutsville","Class A","2020-01-20T12:00:00Z",c(-82.83647, 39.6279),70.753526267225,10.6632030086133
"1373",67239,"Report 67239: Cabin renters have sighting outside Logan in Wayne National Forest","Class A","2020-10-31T12:00:00Z",c(-82.35291, 39.59607),5.36187837133592,6.19495409773147
"1374",67875,"Report 67875: Sighting by dog walker and more recent incident on Stone Church Trail (Wayne NF) NW of Shawnee","Class A","2020-02-15T12:00:00Z",c(-82.26463, 39.63255),11.4161717577917,5.28757044051425
"1375",69065,"Report 69065: Recent encounter behind Warehouse 24 Gym on the outskirts of Ashland","Class A","2021-04-24T12:00:00Z",c(-82.26972, 40.8557),6.04295033691325,7.41486188626598
"1376",71997,"Report 71997: 4:45am road crossing sighting of a Sasquatch 18 miles south of Cleveland","Class A","2019-05-28T12:00:00Z",c(-81.62295, 41.23925),38.917438116929,24.2067895993046
"1377",742,"Report 742: Boys have early morning encounter at watermelon patch off road","Class A","1992-06-17T12:00:00Z",c(-96.30222, 34.29861),23.8936918458094,15.0972827191684
"1378",1296,"Report 1296: A geologist witnesses a reddish-brown animal hanging from a low branch over the bridge on the opposite bank of the creek from him.","Class A","1997-09-28T12:00:00Z",c(-95.70208, 35.70166),11.3167235888308,14.5802223155204
"1379",1297,"Report 1297: Man and his mother witness a Sasquatch while walking in the woods.","Class A","1997-07-15T12:00:00Z",c(-96.75361, 33.89444),15.6356747446249,24.1378488812839
"1380",1298,"Report 1298: Morning road crossing sighting near the town of Edmond.","Class A","1997-07-07T12:00:00Z",c(-97.479, 35.74111),20.2085064417957,20.3129350352946
"1381",1299,"Report 1299: Sighting by logger, Recent incidents near a rural home.","Class A","2000-01-28T12:00:00Z",c(-95.01167, 34.39639),4.40231174918361,2.77086304695847
"1382",1302,"Report 1302: Brief sighting by a fisherman ; Tracks found ; Report from investigators.","Class A","2000-07-01T12:00:00Z",c(-94.65639, 34.44333),4.80181416477147,11.0545215621935
"1383",1305,"Report 1305: Creature observed running across the road.","Class A","1992-03-01T12:00:00Z",c(-98.31556, 34.9575),2.41603943626754,17.7420243267672
"1384",1506,"Report 1506: Nighttime sighting by trucker near Honobia","Class A","2000-01-28T12:00:00Z",c(-94.84861, 34.61361),5.49473156616408,9.44444656738551
"1385",2018,"Report 2018: Young man has road cross encounter at dusk","Class A","2004-12-14T12:00:00Z",c(-94.70667, 34.78833),20.6509279846161,14.4160416336039
"1386",2032,"Report 2032: Creature observed kneeling beside a creek late at night","Class A","1996-10-31T12:00:00Z",c(-96.972, 34.495),19.6232439423251,9.21028525182581
"1387",2041,"Report 2041: August 1 1990 Oklahoma, Cherokee County, near Eldon","Class A","2001-03-26T12:00:00Z",c(-94.83, 35.92806),15.2859306795367,6.63915424640819
"1388",2788,"Report 2788: Rural family's dog chases young sasquatch","Class A","1997-12-30T12:00:00Z",c(-97.1225, 36.02306),8.25557062471154,18.916218883371
"1389",3042,"Report 3042: Daylight sighting from interstate highway.","Class A","1999-10-03T12:00:00Z",c(-98.575, 35.50556),24.2262020540076,10.2631625178402
"1390",3731,"Report 3731: Child watches fawn being chased near Canadian River","Class A","2002-02-06T12:00:00Z",c(-96.66528, 34.86111),19.0588856828646,12.4863720132991
"1391",3964,"Report 3964: Wooded, rural, lake house scene of late night encounter","Class A","2002-04-29T12:00:00Z",c(-98.34056, 35.10278),19.2138341217467,20.3112287914345
"1392",4081,"Report 4081: Early morning sighting of young sasquatch in snow","Class A","1982-01-15T12:00:00Z",c(-97.45694, 35.64389),4.57671844400549,14.7115181094848
"1393",4134,"Report 4134: Man has close moonlit encounter","Class A","1997-11-15T12:00:00Z",c(-97.03333, 35.97389),7.61575412766195,19.2801342741434
"1394",4532,"Report 4532: Small sasquatch seen in tree by hunter, near Big Cedar","Class A","2002-06-27T12:00:00Z",c(-94.55944, 34.59583),6.74307826875086,11.4075455670578
"1395",5620,"Report 5620: Black bigfoot observed from highway by route driver and son","Class A","2003-10-20T12:00:00Z",c(-95.80417, 36.91528),11.4154662522956,8.76351557294787
"1396",5681,"Report 5681: Rural commuter sees large animal shift from quadrupedal to bipedal movement","Class A","2003-01-31T12:00:00Z",c(-96.968, 35.86972),10.8870990979416,15.1436197971423
"1397",5817,"Report 5817: Woman recalls childhood encounters.","Class A","2003-02-11T12:00:00Z",c(-95.97, 35.27056),12.0507072561572,58.9595847060137
"1398",6513,"Report 6513: Daylight road crossing sighting by motorist in Cogar","Class A","2003-06-13T12:00:00Z",c(-98.13028, 35.33389),10.2473464422991,19.5008740584749
"1399",6541,"Report 6541: Young hunters have night time encounter north of Red River","Class A","2004-12-21T12:00:00Z",c(-95.62278, 34.11306),18.862854241551,11.7043354006966
"1400",6644,"Report 6644: Deer hunters have daylight sighting near Seminole.","Class A","1974-11-04T12:00:00Z",c(-96.60222, 35.26808),26.0873651912722,9.87015591927504
"1401",7062,"Report 7062: Woman has sighting through dental office window.","Class A","2003-10-09T12:00:00Z",c(-95.74556, 36.18889),13.9539039391741,12.8547566466931
"1402",7473,"Report 7473: Family finds tracks and has close visual encounter.","Class A","2003-11-29T12:00:00Z",c(-97.33528, 35.27639),5.05685114379492,10.7476254958246
"1403",8381,"Report 8381: Young man has midnight close encounter.","Class A","2004-03-26T12:00:00Z",c(-97.21555, 35.42014),10.741078311422,10.1969806572387
"1404",8543,"Report 8543: Turkey hunter has close encounter with bigfoot in Kiamichi Mountains","Class A","2004-04-30T12:00:00Z",c(-94.7325, 34.689),23.4717267093838,5.18100403879403
"1405",8591,"Report 8591: Oil well owner and rig hand have road crossing encounter.","Class A","2004-05-03T12:00:00Z",c(-95.60667, 35.7575),11.1695561302542,13.8201538488144
"1406",8678,"Report 8678: Mother and sons have encounter with unidentified ""prowler.""","Class A","2004-05-14T12:00:00Z",c(-95.26167, 34.92333),18.3754155348335,15.9065325088091
"1407",9376,"Report 9376: While walking dog, man has early evening encounter not far from Canadian River","Class A","2004-09-24T12:00:00Z",c(-97.5625, 35.24194),15.5335993342045,18.1924142075646
"1408",9765,"Report 9765: Motorist and children have daylight sighting near Burns Flat.","Class A","1973-09-28T12:00:00Z",c(-99.1702, 35.3011),3.58091932888749,19.2751302693393
"1409",10074,"Report 10074: Hog hunter has dusk encounter in Love Valley Wildlife Management Area","Class A","2004-12-22T12:00:00Z",c(-97.07361, 33.82444),13.4689096727129,16.7242373258603
"1410",10234,"Report 10234: Large white creature seen in tree","Class A","2005-01-10T12:00:00Z",c(-98.62833, 34.62944),13.3131815976685,18.9395925471616
"1411",10595,"Report 10595: Family has early morning encounter at small bridge","Class A","2005-02-10T12:00:00Z",c(-95.65417, 34.81417),14.3566719539662,1.83199899830758
"1412",12204,"Report 12204: Motorist has midnight road cross encounter.","Class A","2005-07-07T12:00:00Z",c(-97.00389, 35.68583),11.6300499196263,21.1803800114398
"1413",12712,"Report 12712: Woman remembers large bipedal creature running thru pasture at night, south of Henryetta","Class A","1986-08-25T12:00:00Z",c(-95.97023, 35.36895),17.7451686762172,12.580721277868
"1414",13348,"Report 13348: Night time sighting truck driver near Clear Boggy Creek","Class A","2004-10-12T12:00:00Z",c(-96.21, 34.25),20.6219421483526,15.2268237308376
"1415",25703,"Report 25703: Experienced hunter decribes a brief standoff at approx. 80 yards, in daylight, near Smithville","Class A","2009-03-25T12:00:00Z",c(-94.68028, 34.36778),27.6835690380919,8.50571006176439
"1416",26226,"Report 26226: Daylight roadside sighting near Eufala","Class A","2009-06-19T12:00:00Z",c(-95.94727, 35.2933),22.2818718559034,14.3027744273935
"1417",26543,"Report 26543: Nightime roadside sighting south of Woolaroc","Class A","2009-08-07T12:00:00Z",c(-96.12164, 36.62116),21.0857403783505,14.5109912939537
"1418",26554,"Report 26554: Man has nighttime sighting of two bipedal creatures behind his home near Mannford","Class A","2009-09-08T12:00:00Z",c(-96.36707, 36.03501),25.7032110594961,14.5593461008728
"1419",26767,"Report 26767: Camper sees large bipedal creature leave her camp heading to the river.","Class A","2009-10-04T12:00:00Z",c(-96.63857, 34.21174),20.6715959253876,10.7979161374082
